Airline,Source,Destination,Duration,Total stops,Price,Date,Market
United Airlines,NYC,PAR,895,1,630.72,2022-02-02,NYC-PAR
United Airlines,NYC,PAR,1075,1,630.72,2022-02-02,NYC-PAR
United Airlines,NYC,PAR,1226,1,630.72,2022-02-02,NYC-PAR
LOT,NYC,PAR,855,1,819.72,2022-02-02,NYC-PAR
Turkish Airlines,NYC,PAR,910,1,821.61,2022-02-02,NYC-PAR
Turkish Airlines,NYC,PAR,1185,1,821.61,2022-02-02,NYC-PAR
Aeromexico,NYC,PAR,1165,1,888.57,2022-02-02,NYC-PAR
LOT,NYC,PAR,1105,1,998.19,2022-02-02,NYC-PAR
"TAP AIR PORTUGAL, Ryanair",NYC,PAR,1565,3,214.38,2022-02-02,NYC-PAR
Multiple Airlines,NYC,PAR,1230,3,261.09,2022-02-02,NYC-PAR
Multiple Airlines,NYC,PAR,1230,3,274.05,2022-02-02,NYC-PAR
Multiple Airlines,NYC,PAR,990,3,294.84,2022-02-02,NYC-PAR
Multiple Airlines,NYC,PAR,915,3,298.08,2022-02-02,NYC-PAR
United Airlines,NYC,PAR,955,2,372.33,2022-02-02,NYC-PAR
SWISS,NYC,PAR,1220,2,403.65,2022-02-02,NYC-PAR
Multiple Airlines,NYC,PAR,1050,3,463.32,2022-02-02,NYC-PAR
"Finnair, Vueling",NYC,PAR,1195,1,521.1,2022-02-02,NYC-PAR
Multiple Airlines,NYC,PAR,1895,2,528.93,2022-02-02,NYC-PAR
"Spirit Airlines, Air Caraïbes",NYC,PAR,1150,2,540.54,2022-02-02,NYC-PAR
United Airlines,NYC,PAR,790,2,616.41,2022-02-02,NYC-PAR
United Airlines,NYC,PAR,821,2,616.41,2022-02-02,NYC-PAR
United Airlines,NYC,PAR,905,2,616.41,2022-02-02,NYC-PAR
United Airlines,NYC,PAR,925,2,616.41,2022-02-02,NYC-PAR
United Airlines,NYC,PAR,825,2,625.05,2022-02-02,NYC-PAR
United Airlines,NYC,PAR,915,2,625.05,2022-02-02,NYC-PAR
United Airlines,NYC,PAR,925,2,625.05,2022-02-02,NYC-PAR
United Airlines,NYC,PAR,945,2,625.05,2022-02-02,NYC-PAR
United Airlines,NYC,PAR,1035,2,625.05,2022-02-02,NYC-PAR
United Airlines,NYC,PAR,1105,2,630.72,2022-02-02,NYC-PAR
United Airlines,NYC,PAR,1177,2,630.72,2022-02-02,NYC-PAR
United Airlines,NYC,PAR,1196,2,630.72,2022-02-02,NYC-PAR
United Airlines,NYC,PAR,802,2,643.68,2022-02-02,NYC-PAR
United Airlines,NYC,PAR,880,2,643.68,2022-02-02,NYC-PAR
Multiple Airlines,NYC,PAR,1225,2,662.31,2022-02-02,NYC-PAR
"Air Canada, Air France",NYC,PAR,885,3,672.03,2022-02-02,NYC-PAR
"Air Canada, Air France",NYC,PAR,1220,2,683.37,2022-02-02,NYC-PAR
"JetBlue, Icelandair",NYC,PAR,780,2,856.44,2022-02-02,NYC-PAR
"JetBlue, Icelandair",NYC,PAR,810,2,856.44,2022-02-02,NYC-PAR
Icelandair,NYC,PAR,820,2,856.44,2022-02-02,NYC-PAR
"JetBlue, Icelandair",NYC,PAR,830,2,856.44,2022-02-02,NYC-PAR
Icelandair,NYC,PAR,1050,2,856.44,2022-02-02,NYC-PAR
Qatar Airways,NYC,PAR,1240,1,1760.13,2022-02-02,NYC-PAR
La Compagnie,NYC,PAR,440,0,2322.0,2022-02-02,NYC-PAR
SAS,NYC,PAR,810,2,2530.44,2022-02-02,NYC-PAR
Aeromexico,NYC,PAR,1240,2,3066.66,2022-02-02,NYC-PAR
Aeromexico,NYC,PAR,1255,2,3066.66,2022-02-02,NYC-PAR
"United Airlines, British Airways",NYC,PAR,615,1,3299.13,2022-02-02,NYC-PAR
Etihad Airways,NYC,PAR,2010,1,16770.24,2022-02-02,NYC-PAR
French Bee,NYC,PAR,430,0,228.15,2022-02-06,NYC-PAR
French Bee,NYC,PAR,430,0,201.15,2022-02-06,NYC-PAR
Air France,NYC,PAR,440,0,278.1,2022-02-06,NYC-PAR
Air France,NYC,PAR,440,0,282.69,2022-02-06,NYC-PAR
Air France,NYC,PAR,440,0,334.26,2022-02-06,NYC-PAR
Air France,NYC,PAR,450,0,334.26,2022-02-06,NYC-PAR
Air France,NYC,PAR,430,0,339.93,2022-02-06,NYC-PAR
Air France,NYC,PAR,450,0,339.93,2022-02-06,NYC-PAR
Lufthansa,NYC,PAR,425,0,365.31,2022-02-06,NYC-PAR
American Airlines,NYC,PAR,440,0,365.31,2022-02-06,NYC-PAR
United Airlines,NYC,PAR,425,0,366.66,2022-02-06,NYC-PAR
JetBlue,NYC,PAR,440,0,441.18,2022-02-06,NYC-PAR
"TAP AIR PORTUGAL, Ryanair",NYC,PAR,850,1,255.96,2022-02-06,NYC-PAR
"Finnair, Ryanair",NYC,PAR,850,1,260.28,2022-02-06,NYC-PAR
"TAP AIR PORTUGAL, easyJet",NYC,PAR,885,1,263.79,2022-02-06,NYC-PAR
"Finnair, Ryanair",NYC,PAR,735,1,270.27,2022-02-06,NYC-PAR
"TAP AIR PORTUGAL, easyJet",NYC,PAR,640,1,271.89,2022-02-06,NYC-PAR
"Finnair, Iberia",NYC,PAR,750,1,291.6,2022-02-06,NYC-PAR
"Finnair, Air France",NYC,PAR,615,1,293.49,2022-02-06,NYC-PAR
SAS,NYC,PAR,660,1,355.05,2022-02-06,NYC-PAR
United Airlines,NYC,PAR,545,1,366.66,2022-02-06,NYC-PAR
United Airlines,NYC,PAR,609,1,366.66,2022-02-06,NYC-PAR
United Airlines,NYC,PAR,623,1,366.66,2022-02-06,NYC-PAR
"Finnair, easyJet",NYC,PAR,1180,1,274.86,2022-02-06,NYC-PAR
"Finnair, easyJet",NYC,PAR,985,1,277.02,2022-02-06,NYC-PAR
"Finnair, Iberia Express",NYC,PAR,835,1,282.15,2022-02-06,NYC-PAR
"Finnair, Iberia Express",NYC,PAR,1030,1,287.01,2022-02-06,NYC-PAR
"Finnair, Transavia France",NYC,PAR,820,1,289.71,2022-02-06,NYC-PAR
"TAP AIR PORTUGAL, Air France",NYC,PAR,825,1,325.35,2022-02-06,NYC-PAR
"Finnair, Air France",NYC,PAR,730,1,339.39,2022-02-06,NYC-PAR
SAS,NYC,PAR,745,1,342.9,2022-02-06,NYC-PAR
"Finnair, Air France",NYC,PAR,695,1,345.33,2022-02-06,NYC-PAR
"British Airways, Transavia France",NYC,PAR,655,1,360.18,2022-02-06,NYC-PAR
"Neos Air, easyJet",NYC,PAR,785,1,360.18,2022-02-06,NYC-PAR
United Airlines,NYC,PAR,650,1,366.66,2022-02-06,NYC-PAR
United Airlines,NYC,PAR,660,1,366.66,2022-02-06,NYC-PAR
United Airlines,NYC,PAR,700,1,366.66,2022-02-06,NYC-PAR
United Airlines,NYC,PAR,715,1,366.66,2022-02-06,NYC-PAR
United Airlines,NYC,PAR,760,1,366.66,2022-02-06,NYC-PAR
United Airlines,NYC,PAR,761,1,366.66,2022-02-06,NYC-PAR
United Airlines,NYC,PAR,815,1,366.66,2022-02-06,NYC-PAR
United Airlines,NYC,PAR,830,1,366.66,2022-02-06,NYC-PAR
United Airlines,NYC,PAR,865,1,366.66,2022-02-06,NYC-PAR
United Airlines,NYC,PAR,871,1,366.66,2022-02-06,NYC-PAR
United Airlines,NYC,PAR,880,1,366.66,2022-02-06,NYC-PAR
United Airlines,NYC,PAR,885,1,366.66,2022-02-06,NYC-PAR
United Airlines,NYC,PAR,1016,1,366.66,2022-02-06,NYC-PAR
Air Canada,NYC,PAR,950,1,367.74,2022-02-06,NYC-PAR
Air Canada,NYC,PAR,1085,1,367.74,2022-02-06,NYC-PAR
Air Canada,NYC,PAR,1205,1,367.74,2022-02-06,NYC-PAR
Delta,NYC,PAR,610,1,369.9,2022-02-06,NYC-PAR
Delta,NYC,PAR,651,1,369.9,2022-02-06,NYC-PAR
Delta,NYC,PAR,660,1,369.9,2022-02-06,NYC-PAR
Delta,NYC,PAR,665,1,369.9,2022-02-06,NYC-PAR
Delta,NYC,PAR,680,1,369.9,2022-02-06,NYC-PAR
Delta,NYC,PAR,685,1,369.9,2022-02-06,NYC-PAR
Delta,NYC,PAR,690,1,369.9,2022-02-06,NYC-PAR
Delta,NYC,PAR,700,1,369.9,2022-02-06,NYC-PAR
Delta,NYC,PAR,705,1,369.9,2022-02-06,NYC-PAR
Delta,NYC,PAR,706,1,369.9,2022-02-06,NYC-PAR
Delta,NYC,PAR,715,1,369.9,2022-02-06,NYC-PAR
Delta,NYC,PAR,730,1,369.9,2022-02-06,NYC-PAR
Delta,NYC,PAR,740,1,369.9,2022-02-06,NYC-PAR
Delta,NYC,PAR,746,1,369.9,2022-02-06,NYC-PAR
Delta,NYC,PAR,755,1,369.9,2022-02-06,NYC-PAR
Delta,NYC,PAR,760,1,369.9,2022-02-06,NYC-PAR
Delta,NYC,PAR,765,1,369.9,2022-02-06,NYC-PAR
Delta,NYC,PAR,775,1,369.9,2022-02-06,NYC-PAR
Delta,NYC,PAR,779,1,369.9,2022-02-06,NYC-PAR
Delta,NYC,PAR,780,1,369.9,2022-02-06,NYC-PAR
French Bee,NYC,PAR,430,0,248.67,2022-02-11,NYC-PAR
French Bee,NYC,PAR,430,0,221.4,2022-02-11,NYC-PAR
Air France,NYC,PAR,430,0,282.69,2022-02-11,NYC-PAR
Air France,NYC,PAR,440,0,282.69,2022-02-11,NYC-PAR
Air France,NYC,PAR,450,0,282.69,2022-02-11,NYC-PAR
Lufthansa,NYC,PAR,425,0,416.07,2022-02-11,NYC-PAR
American Airlines,NYC,PAR,440,0,416.07,2022-02-11,NYC-PAR
Delta,NYC,PAR,450,0,416.07,2022-02-11,NYC-PAR
United Airlines,NYC,PAR,425,0,417.42,2022-02-11,NYC-PAR
JetBlue,NYC,PAR,440,0,491.67,2022-02-11,NYC-PAR
"Finnair, Ryanair",NYC,PAR,720,1,262.44,2022-02-11,NYC-PAR
"Finnair, Iberia Express",NYC,PAR,835,1,277.29,2022-02-11,NYC-PAR
"Finnair, Air Europa",NYC,PAR,785,1,282.42,2022-02-11,NYC-PAR
French Bee,NYC,PAR,430,0,201.15,2022-02-21,NYC-PAR
Lufthansa,NYC,PAR,425,0,365.31,2022-02-21,NYC-PAR
American Airlines,NYC,PAR,440,0,365.31,2022-02-21,NYC-PAR
Delta,NYC,PAR,450,0,365.31,2022-02-21,NYC-PAR
JetBlue,NYC,PAR,440,0,441.18,2022-02-21,NYC-PAR
SAS,NYC,PAR,660,1,355.05,2022-02-21,NYC-PAR
Air France,NYC,PAR,665,1,371.25,2022-02-21,NYC-PAR
American Airlines,NYC,PAR,655,1,379.35,2022-02-21,NYC-PAR
Lufthansa,NYC,PAR,660,1,383.94,2022-02-21,NYC-PAR
American Airlines,NYC,PAR,575,1,386.91,2022-02-21,NYC-PAR
American Airlines,NYC,PAR,605,1,386.91,2022-02-21,NYC-PAR
American Airlines,NYC,PAR,610,1,386.91,2022-02-21,NYC-PAR
American Airlines,NYC,PAR,620,1,386.91,2022-02-21,NYC-PAR
American Airlines,NYC,PAR,630,1,386.91,2022-02-21,NYC-PAR
United Airlines,NYC,PAR,609,1,366.66,2022-02-21,NYC-PAR
United Airlines,NYC,PAR,623,1,366.66,2022-02-21,NYC-PAR
Air Canada,NYC,PAR,545,1,367.2,2022-02-21,NYC-PAR
Air Canada,NYC,PAR,650,1,367.2,2022-02-21,NYC-PAR
Air Canada,NYC,PAR,660,1,367.2,2022-02-21,NYC-PAR
Air France,NYC,PAR,651,1,369.36,2022-02-21,NYC-PAR
Delta,NYC,PAR,610,1,369.9,2022-02-21,NYC-PAR
Virgin Atlantic,NYC,PAR,624,1,371.25,2022-02-21,NYC-PAR
United Airlines,NYC,PAR,605,1,372.33,2022-02-21,NYC-PAR
SWISS,NYC,PAR,585,1,380.97,2022-02-21,NYC-PAR
Air France,NYC,PAR,610,1,386.37,2022-02-21,NYC-PAR
Delta,NYC,PAR,615,1,389.34,2022-02-21,NYC-PAR
Delta,NYC,PAR,620,1,389.34,2022-02-21,NYC-PAR
Virgin Atlantic,NYC,PAR,590,1,391.5,2022-02-21,NYC-PAR
"Finnair, Ryanair",NYC,PAR,1050,1,264.6,2022-02-21,NYC-PAR
"TAP AIR PORTUGAL, Vueling",NYC,PAR,770,1,271.89,2022-02-21,NYC-PAR
"TAP AIR PORTUGAL, Vueling",NYC,PAR,995,1,271.89,2022-02-21,NYC-PAR
"Iberia, easyJet",NYC,PAR,875,1,272.7,2022-02-21,NYC-PAR
Iberia,NYC,PAR,1030,1,272.7,2022-02-21,NYC-PAR
"Iberia, Transavia",NYC,PAR,1010,1,275.13,2022-02-21,NYC-PAR
"Finnair, easyJet",NYC,PAR,875,1,284.58,2022-02-21,NYC-PAR
"Finnair, Air France",NYC,PAR,695,1,325.08,2022-02-21,NYC-PAR
"Iberia, Air France",NYC,PAR,695,1,332.37,2022-02-21,NYC-PAR
United Airlines,NYC,PAR,700,1,366.66,2022-02-21,NYC-PAR
United Airlines,NYC,PAR,715,1,366.66,2022-02-21,NYC-PAR
United Airlines,NYC,PAR,760,1,366.66,2022-02-21,NYC-PAR
United Airlines,NYC,PAR,761,1,366.66,2022-02-21,NYC-PAR
United Airlines,NYC,PAR,815,1,366.66,2022-02-21,NYC-PAR
United Airlines,NYC,PAR,865,1,366.66,2022-02-21,NYC-PAR
United Airlines,NYC,PAR,871,1,366.66,2022-02-21,NYC-PAR
United Airlines,NYC,PAR,880,1,366.66,2022-02-21,NYC-PAR
United Airlines,NYC,PAR,885,1,366.66,2022-02-21,NYC-PAR
United Airlines,NYC,PAR,970,1,366.66,2022-02-21,NYC-PAR
United Airlines,NYC,PAR,997,1,366.66,2022-02-21,NYC-PAR
United Airlines,NYC,PAR,1000,1,366.66,2022-02-21,NYC-PAR
United Airlines,NYC,PAR,1047,1,366.66,2022-02-21,NYC-PAR
Air Canada,NYC,PAR,830,1,367.2,2022-02-21,NYC-PAR
Air Canada,NYC,PAR,950,1,367.2,2022-02-21,NYC-PAR
Air Canada,NYC,PAR,1085,1,367.2,2022-02-21,NYC-PAR
Air Canada,NYC,PAR,1205,1,367.2,2022-02-21,NYC-PAR
Air Canada,NYC,PAR,1215,1,367.2,2022-02-21,NYC-PAR
Air France,NYC,PAR,680,1,369.36,2022-02-21,NYC-PAR
Delta,NYC,PAR,660,1,369.9,2022-02-21,NYC-PAR
Delta,NYC,PAR,665,1,369.9,2022-02-21,NYC-PAR
Delta,NYC,PAR,685,1,369.9,2022-02-21,NYC-PAR
Delta,NYC,PAR,690,1,369.9,2022-02-21,NYC-PAR
Delta,NYC,PAR,700,1,369.9,2022-02-21,NYC-PAR
Delta,NYC,PAR,705,1,369.9,2022-02-21,NYC-PAR
Delta,NYC,PAR,706,1,369.9,2022-02-21,NYC-PAR
Delta,NYC,PAR,715,1,369.9,2022-02-21,NYC-PAR
Delta,NYC,PAR,730,1,369.9,2022-02-21,NYC-PAR
Delta,NYC,PAR,740,1,369.9,2022-02-21,NYC-PAR
Delta,NYC,PAR,746,1,369.9,2022-02-21,NYC-PAR
Delta,NYC,PAR,755,1,369.9,2022-02-21,NYC-PAR
Delta,NYC,PAR,760,1,369.9,2022-02-21,NYC-PAR
Delta,NYC,PAR,765,1,369.9,2022-02-21,NYC-PAR
Delta,NYC,PAR,775,1,369.9,2022-02-21,NYC-PAR
Delta,NYC,PAR,779,1,369.9,2022-02-21,NYC-PAR
Delta,NYC,PAR,820,1,369.9,2022-02-21,NYC-PAR
Delta,NYC,PAR,850,1,369.9,2022-02-21,NYC-PAR
Virgin Atlantic,NYC,PAR,769,1,371.25,2022-02-21,NYC-PAR
Virgin Atlantic,NYC,PAR,1105,1,371.25,2022-02-21,NYC-PAR
Virgin Atlantic,NYC,PAR,1134,1,371.25,2022-02-21,NYC-PAR
Air Canada,NYC,PAR,665,1,373.14,2022-02-21,NYC-PAR
Air Canada,NYC,PAR,735,1,373.14,2022-02-21,NYC-PAR
Air Canada,NYC,PAR,820,1,373.14,2022-02-21,NYC-PAR
Air Canada,NYC,PAR,825,1,373.14,2022-02-21,NYC-PAR
Air Canada,NYC,PAR,880,1,373.14,2022-02-21,NYC-PAR
Air Canada,NYC,PAR,925,1,373.14,2022-02-21,NYC-PAR
Air Canada,NYC,PAR,995,1,373.14,2022-02-21,NYC-PAR
Air Canada,NYC,PAR,1050,1,373.14,2022-02-21,NYC-PAR
Air Canada,NYC,PAR,1055,1,373.14,2022-02-21,NYC-PAR
Air Canada,NYC,PAR,1150,1,373.14,2022-02-21,NYC-PAR
TAP AIR PORTUGAL,NYC,PAR,655,1,375.84,2022-02-21,NYC-PAR
TAP AIR PORTUGAL,NYC,PAR,720,1,375.84,2022-02-21,NYC-PAR
TAP AIR PORTUGAL,NYC,PAR,770,1,375.84,2022-02-21,NYC-PAR
TAP AIR PORTUGAL,NYC,PAR,830,1,375.84,2022-02-21,NYC-PAR
TAP AIR PORTUGAL,NYC,PAR,945,1,375.84,2022-02-21,NYC-PAR
TAP AIR PORTUGAL,NYC,PAR,1025,1,375.84,2022-02-21,NYC-PAR
TAP AIR PORTUGAL,NYC,PAR,1060,1,375.84,2022-02-21,NYC-PAR
TAP AIR PORTUGAL,NYC,PAR,1140,1,376.65,2022-02-21,NYC-PAR
TAP AIR PORTUGAL,NYC,PAR,1200,1,376.65,2022-02-21,NYC-PAR
SWISS,NYC,PAR,640,1,380.97,2022-02-21,NYC-PAR
Iberia,NYC,PAR,655,1,380.97,2022-02-21,NYC-PAR
"Finnair, Iberia",NYC,PAR,655,1,380.97,2022-02-21,NYC-PAR
Iberia,NYC,PAR,720,1,380.97,2022-02-21,NYC-PAR
American Airlines,NYC,PAR,720,1,380.97,2022-02-21,NYC-PAR
SWISS,NYC,PAR,805,1,380.97,2022-02-21,NYC-PAR
SWISS,NYC,PAR,840,1,380.97,2022-02-21,NYC-PAR
SWISS,NYC,PAR,895,1,380.97,2022-02-21,NYC-PAR
SWISS,NYC,PAR,910,1,380.97,2022-02-21,NYC-PAR
Iberia,NYC,PAR,945,1,380.97,2022-02-21,NYC-PAR
"Finnair, Iberia",NYC,PAR,945,1,380.97,2022-02-21,NYC-PAR
American Airlines,NYC,PAR,945,1,380.97,2022-02-21,NYC-PAR
SWISS,NYC,PAR,965,1,380.97,2022-02-21,NYC-PAR
Iberia,NYC,PAR,1010,1,380.97,2022-02-21,NYC-PAR
American Airlines,NYC,PAR,1010,1,380.97,2022-02-21,NYC-PAR
Iberia,NYC,PAR,1030,1,380.97,2022-02-21,NYC-PAR
SWISS,NYC,PAR,1060,1,380.97,2022-02-21,NYC-PAR
SWISS,NYC,PAR,1080,1,380.97,2022-02-21,NYC-PAR
Iberia,NYC,PAR,1095,1,380.97,2022-02-21,NYC-PAR
SWISS,NYC,PAR,1130,1,380.97,2022-02-21,NYC-PAR
SWISS,NYC,PAR,1135,1,380.97,2022-02-21,NYC-PAR
Iberia,NYC,PAR,1145,1,380.97,2022-02-21,NYC-PAR
Iberia,NYC,PAR,1205,1,380.97,2022-02-21,NYC-PAR
Iberia,NYC,PAR,1210,1,380.97,2022-02-21,NYC-PAR
Lufthansa,NYC,PAR,735,1,383.94,2022-02-21,NYC-PAR
United Airlines,NYC,PAR,660,1,385.29,2022-02-21,NYC-PAR
Lufthansa,NYC,PAR,870,1,385.29,2022-02-21,NYC-PAR
Lufthansa,NYC,PAR,935,1,385.29,2022-02-21,NYC-PAR
Lufthansa,NYC,PAR,985,1,385.29,2022-02-21,NYC-PAR
Lufthansa,NYC,PAR,1025,1,385.29,2022-02-21,NYC-PAR
Lufthansa,NYC,PAR,1070,1,385.29,2022-02-21,NYC-PAR
Lufthansa,NYC,PAR,1105,1,385.29,2022-02-21,NYC-PAR
Lufthansa,NYC,PAR,1185,1,385.29,2022-02-21,NYC-PAR
Lufthansa,NYC,PAR,1210,1,385.29,2022-02-21,NYC-PAR
Lufthansa,NYC,PAR,1225,1,385.29,2022-02-21,NYC-PAR
Air France,NYC,PAR,705,1,386.37,2022-02-21,NYC-PAR
American Airlines,NYC,PAR,670,1,386.91,2022-02-21,NYC-PAR
American Airlines,NYC,PAR,680,1,386.91,2022-02-21,NYC-PAR
American Airlines,NYC,PAR,710,1,386.91,2022-02-21,NYC-PAR
British Airways,NYC,PAR,630,1,388.53,2022-02-21,NYC-PAR
British Airways,NYC,PAR,670,1,388.53,2022-02-21,NYC-PAR
British Airways,NYC,PAR,680,1,388.53,2022-02-21,NYC-PAR
British Airways,NYC,PAR,710,1,388.53,2022-02-21,NYC-PAR
British Airways,NYC,PAR,730,1,388.53,2022-02-21,NYC-PAR
British Airways,NYC,PAR,750,1,388.53,2022-02-21,NYC-PAR
British Airways,NYC,PAR,760,1,388.53,2022-02-21,NYC-PAR
American Airlines,NYC,PAR,760,1,388.53,2022-02-21,NYC-PAR
American Airlines,NYC,PAR,790,1,388.53,2022-02-21,NYC-PAR
American Airlines,NYC,PAR,805,1,388.53,2022-02-21,NYC-PAR
Delta,NYC,PAR,670,1,389.34,2022-02-21,NYC-PAR
Delta,NYC,PAR,730,1,389.34,2022-02-21,NYC-PAR
Delta,NYC,PAR,785,1,389.34,2022-02-21,NYC-PAR
Delta,NYC,PAR,825,1,389.34,2022-02-21,NYC-PAR
Delta,NYC,PAR,860,1,389.34,2022-02-21,NYC-PAR
Delta,NYC,PAR,880,1,389.34,2022-02-21,NYC-PAR
KLM,NYC,PAR,620,1,390.96,2022-02-21,NYC-PAR
KLM,NYC,PAR,670,1,390.96,2022-02-21,NYC-PAR
Virgin Atlantic,NYC,PAR,685,1,391.5,2022-02-21,NYC-PAR
Virgin Atlantic,NYC,PAR,790,1,391.5,2022-02-21,NYC-PAR
Virgin Atlantic,NYC,PAR,830,1,391.5,2022-02-21,NYC-PAR
Virgin Atlantic,NYC,PAR,955,1,391.5,2022-02-21,NYC-PAR
Delta,NYC,PAR,795,1,392.85,2022-02-21,NYC-PAR
Air France,NYC,PAR,710,1,394.2,2022-02-21,NYC-PAR
Austrian Airlines,NYC,PAR,910,1,395.01,2022-02-21,NYC-PAR
SAS,NYC,PAR,1135,1,395.01,2022-02-21,NYC-PAR
Austrian Airlines,NYC,PAR,1175,1,395.01,2022-02-21,NYC-PAR
"American Airlines, Finnair",NYC,PAR,855,1,395.55,2022-02-21,NYC-PAR
"American Airlines, Finnair",NYC,PAR,870,1,395.55,2022-02-21,NYC-PAR
"American Airlines, Finnair",NYC,PAR,970,1,395.55,2022-02-21,NYC-PAR
"American Airlines, Finnair",NYC,PAR,1095,1,395.55,2022-02-21,NYC-PAR
British Airways,NYC,PAR,1165,1,398.79,2022-02-21,NYC-PAR
SAS,NYC,PAR,1175,1,400.95,2022-02-21,NYC-PAR
Lufthansa,NYC,PAR,605,1,402.57,2022-02-21,NYC-PAR
Lufthansa,NYC,PAR,610,1,402.57,2022-02-21,NYC-PAR
Lufthansa,NYC,PAR,695,1,402.57,2022-02-21,NYC-PAR
Lufthansa,NYC,PAR,750,1,402.57,2022-02-21,NYC-PAR
Lufthansa,NYC,PAR,795,1,402.57,2022-02-21,NYC-PAR
"American Airlines, Finnair",NYC,PAR,800,1,403.65,2022-02-21,NYC-PAR
"American Airlines, Finnair",NYC,PAR,885,1,403.65,2022-02-21,NYC-PAR
"American Airlines, Finnair",NYC,PAR,890,1,403.65,2022-02-21,NYC-PAR
"American Airlines, Finnair",NYC,PAR,910,1,403.65,2022-02-21,NYC-PAR
"American Airlines, Finnair",NYC,PAR,950,1,403.65,2022-02-21,NYC-PAR
"American Airlines, Finnair",NYC,PAR,1010,1,403.65,2022-02-21,NYC-PAR
"American Airlines, Finnair",NYC,PAR,1041,1,403.65,2022-02-21,NYC-PAR
"American Airlines, Finnair",NYC,PAR,1065,1,403.65,2022-02-21,NYC-PAR
KLM,NYC,PAR,785,1,409.05,2022-02-21,NYC-PAR
KLM,NYC,PAR,880,1,409.05,2022-02-21,NYC-PAR
Aeroflot,NYC,PAR,885,1,409.59,2022-02-21,NYC-PAR
Finnair,NYC,PAR,740,1,414.99,2022-02-21,NYC-PAR
Finnair,NYC,PAR,995,1,414.99,2022-02-21,NYC-PAR
Icelandair,NYC,PAR,635,1,442.8,2022-02-21,NYC-PAR
Royal Air Maroc,NYC,PAR,795,1,446.04,2022-02-21,NYC-PAR
Royal Air Maroc,NYC,PAR,890,1,446.04,2022-02-21,NYC-PAR
Royal Air Maroc,NYC,PAR,910,1,446.04,2022-02-21,NYC-PAR
Royal Air Maroc,NYC,PAR,1170,1,446.04,2022-02-21,NYC-PAR
Air France,NYC,PAR,680,1,447.39,2022-02-21,NYC-PAR
Aeroflot,NYC,PAR,1020,1,451.71,2022-02-21,NYC-PAR
SWISS,NYC,PAR,775,1,456.84,2022-02-21,NYC-PAR
Lufthansa,NYC,PAR,670,1,461.43,2022-02-21,NYC-PAR
Lufthansa,NYC,PAR,1235,1,463.86,2022-02-21,NYC-PAR
Aer Lingus,NYC,PAR,575,1,481.41,2022-02-21,NYC-PAR
Aer Lingus,NYC,PAR,580,1,481.41,2022-02-21,NYC-PAR
Air Canada,NYC,PAR,724,1,492.48,2022-02-21,NYC-PAR
Air Canada,NYC,PAR,755,1,497.88,2022-02-21,NYC-PAR
SWISS,NYC,PAR,695,1,569.97,2022-02-21,NYC-PAR
Turkish Airlines,NYC,PAR,900,1,569.97,2022-02-21,NYC-PAR
United Airlines,NYC,PAR,895,1,630.72,2022-02-21,NYC-PAR
Aer Lingus,NYC,PAR,595,1,718.2,2022-02-21,NYC-PAR
Aer Lingus,NYC,PAR,780,1,718.2,2022-02-21,NYC-PAR
Aer Lingus,NYC,PAR,800,1,724.68,2022-02-21,NYC-PAR
"TAP AIR PORTUGAL, Ryanair",NYC,PAR,990,2,206.55,2022-02-21,NYC-PAR
"TAP AIR PORTUGAL, Ryanair",NYC,PAR,2195,2,206.55,2022-02-21,NYC-PAR
"TAP AIR PORTUGAL, Ryanair",NYC,PAR,1245,2,210.06,2022-02-21,NYC-PAR
"TAP AIR PORTUGAL, easyJet",NYC,PAR,1070,2,222.21,2022-02-21,NYC-PAR
"TAP AIR PORTUGAL, Iberia Express",NYC,PAR,970,2,228.96,2022-02-21,NYC-PAR
"TAP AIR PORTUGAL, Iberia",NYC,PAR,1225,2,235.17,2022-02-21,NYC-PAR
"TAP AIR PORTUGAL, Transavia",NYC,PAR,1205,2,237.6,2022-02-21,NYC-PAR
"TAP AIR PORTUGAL, Air Europa",NYC,PAR,920,2,243.54,2022-02-21,NYC-PAR
"TAP AIR PORTUGAL, Air Europa",NYC,PAR,1175,2,243.54,2022-02-21,NYC-PAR
Multiple Airlines,NYC,PAR,1230,3,252.72,2022-02-21,NYC-PAR
"Lufthansa, Ryanair",NYC,PAR,1260,2,264.87,2022-02-21,NYC-PAR
"TAP AIR PORTUGAL, Transavia France",NYC,PAR,950,2,266.76,2022-02-21,NYC-PAR
Multiple Airlines,NYC,PAR,1115,3,268.38,2022-02-21,NYC-PAR
Multiple Airlines,NYC,PAR,2160,3,272.7,2022-02-21,NYC-PAR
"Lufthansa, easyJet",NYC,PAR,1085,2,283.5,2022-02-21,NYC-PAR
"Brussels Airlines, easyJet",NYC,PAR,1030,2,289.44,2022-02-21,NYC-PAR
"British Airways, Ryanair",NYC,PAR,915,2,289.98,2022-02-21,NYC-PAR
United Airlines,NYC,PAR,719,2,366.66,2022-02-21,NYC-PAR
United Airlines,NYC,PAR,733,2,366.66,2022-02-21,NYC-PAR
United Airlines,NYC,PAR,775,1,366.66,2022-02-21,NYC-PAR
United Airlines,NYC,PAR,825,2,366.66,2022-02-21,NYC-PAR
United Airlines,NYC,PAR,835,1,366.66,2022-02-21,NYC-PAR
United Airlines,NYC,PAR,835,2,366.66,2022-02-21,NYC-PAR
